;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito;result
4614;Masculino;servicio;cafe e internet;manrique central no. 1;3;4.0;22/08/2017;6000000;microempresarial;"Masculino; servicio; cafe e internet; manrique central no. 1; 3; 4.0; 42969; 6000000; microempresarial"
4615;Femenino;industria;fabrica de repuestos ;juan pablo ii;2;9.0;30/05/2018;7800000;microempresarial;"Femenino; industria; fabrica de repuestos ; juan pablo ii; 2; 9.0; 43250; 7800000; microempresarial"
4616;Femenino;comercio;almacen de ropa en ;la pradera;3;13.0;10/07/2017;7000000;microempresarial;"Femenino; comercio; almacen de ropa en ; la pradera; 3; 13.0; 42926; 7000000; microempresarial"
4617;Femenino;industria;fabrica de calzado;castilla;2;5.0;31/07/2017;7000000;MICROEMPRESARIAL;"Femenino; industria; fabrica de calzado; castilla; 2; 5.0; 42947; 7000000; MICROEMPRESARIAL"
4618;Masculino;comercio;peluqueria;granizal;2;1.0;2/03/2018;5000000;microempresarial;"Masculino; comercio; peluqueria; granizal; 2; 1.0; 43161; 5000000; microempresarial"
4619;Femenino;industria;fotografia;Pedregal;3;6.0;30/10/2017;7377000;Microempresarial;"Femenino; industria; fotografia; Pedregal; 3; 6.0; 43038; 7377000; Microempresarial"
4620;Femenino;comercio;variedades;Belen;3;16.0;15/02/2018;3000000;microempresarial;"Femenino; comercio; variedades; Belen; 3; 16.0; 43146; 3000000; microempresarial"
4621;Masculino;comercio;variedades;robledo;3;7.0;18/01/2017;6890000;MICROEMPRESARIAL;"Masculino; comercio; variedades; robledo; 3; 7.0; 42753; 6890000; MICROEMPRESARIAL"
4622;Femenino;comercio;cafe e internet;santo domingo savio ;2;1.0;7/02/2018;6000000;microempresarial;"Femenino; comercio; cafe e internet; santo domingo savio ; 2; 1.0; 43138; 6000000; microempresarial"
4623;Femenino;comercio;almacen de ropa en ;manrique central no. 1;1;4.0;26/02/2018;3000000;microempresarial;"Femenino; comercio; almacen de ropa en ; manrique central no. 1; 1; 4.0; 43157; 3000000; microempresarial"
4624;Femenino;industria;fabrica de ;la isla;2;4.0;27/03/2019;3000000;microempresarial;"Femenino; industria; fabrica de ; la isla; 2; 4.0; 43551; 3000000; microempresarial"
4625;Masculino;comercio;variedades;robledo;2;7.0;26/10/2018;7800000;microempresarial;"Masculino; comercio; variedades; robledo; 2; 7.0; 43399; 7800000; microempresarial"
4626;Masculino;comercio;variedades;doce de octubre no.1;2;6.0;11/08/2017;4000000;microempresarial;"Masculino; comercio; variedades; doce de octubre no.1; 2; 6.0; 42958; 4000000; microempresarial"
4627;Femenino;comercio;variedades;castilla;3;5.0;6/06/2018;7000000;microempresarial;"Femenino; comercio; variedades; castilla; 3; 5.0; 43257; 7000000; microempresarial"
4628;Masculino;comercio;comidas rapidas;aranjuez;1;4.0;24/10/2018;1500000;microempresarial;"Masculino; comercio; comidas rapidas; aranjuez; 1; 4.0; 43397; 1500000; microempresarial"
4629;Femenino;comercio;organización y ;santander;2;6.0;1/09/2016;3000000;microempresarial;"Femenino; comercio; organización y ; santander; 2; 6.0; 42614; 3000000; microempresarial"
4630;Masculino;servicio;EBANISTARIA;manrique central no. 2;3;3.0;4/04/2019;7000000;microempresarial;"Masculino; servicio; EBANISTARIA; manrique central no. 2; 3; 3.0; 43559; 7000000; microempresarial"
4631;Femenino;comercio;variedades;manrique central no. 2;1;3.0;11/04/2018;4000000;microempresarial;"Femenino; comercio; variedades; manrique central no. 2; 1; 3.0; 43201; 4000000; microempresarial"
4632;Femenino;industria;fabrica de ;san javier no.1;2;13.0;6/12/2017;4000000;microempresarial;"Femenino; industria; fabrica de ; san javier no.1; 2; 13.0; 43075; 4000000; microempresarial"
4633;Femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;9/03/2017;7377000;microempresarial;"Femenino; comercio; almacen de ropa en ; aranjuez; 3; 4.0; 42803; 7377000; microempresarial"
4634;Masculino;servicio;comidas rapidas;santo domingo savio ;1;1.0;3/05/2016;1000000;microempresarial;"Masculino; servicio; comidas rapidas; santo domingo savio ; 1; 1.0; 42493; 1000000; microempresarial"
4635;Femenino;servicio;taller de mecanica;manrique central no. 2;1;3.0;31/05/2018;7812000;microempresarial;"Femenino; servicio; taller de mecanica; manrique central no. 2; 1; 3.0; 43251; 7812000; microempresarial"
4636;Masculino;industria;Variedades;manrique central no. 2;2;3.0;21/04/2017;$ 6,000,000.00;microempresarial;"Masculino; industria; Variedades; manrique central no. 2; 2; 3.0; 42846; $ 6,000,000.00; microempresarial"
4637;Masculino;comercio;Variedades;la candelaria;3;10.0;29/05/2018;2300000;microempresarial;"Masculino; comercio; Variedades; la candelaria; 3; 10.0; 43249; 2300000; microempresarial"
4638;Femenino;comercio;variedades;aranjuez;2;4.0;27/11/2018;3000000;microempresarial;"Femenino; comercio; variedades; aranjuez; 2; 4.0; 43431; 3000000; microempresarial"
4639;Femenino;comercio;cerrajeria;san javier no.1;2;13.0;31/05/2016;6890000;microempresarial;"Femenino; comercio; cerrajeria; san javier no.1; 2; 13.0; 42521; 6890000; microempresarial"
4640;Masculino;comercio;tienda;belen;2;16.0;5/04/2019;8300000;microempresarial;"Masculino; comercio; tienda; belen; 2; 16.0; 43560; 8300000; microempresarial"
4641;Femenino;comercio;comidas-rapidas;Buenos Aires;2;9.0;3/07/2018;7000000;microempresarial;"Femenino; comercio; comidas-rapidas; Buenos Aires; 2; 9.0; 43284; 7000000; microempresarial"
4642;Femenino;comercio;ALMACEN DE ROPA EN ;barrio caicedo;3;9.0;25/07/2018;7000000;microempresarial;"Femenino; comercio; ALMACEN DE ROPA EN ; barrio caicedo; 3; 9.0; 43306; 7000000; microempresarial"
4643;Femenino;comercio;comidas rapidas;boston;3;10.0;26/01/2018;$ 3,000,000.00;microempresarial;"Femenino; comercio; comidas rapidas; boston; 3; 10.0; 43126; $ 3,000,000.00; microempresarial"
4644;Masculino;comercio;comidas_rapidas;castilla;3;5.0;15/03/2017;7377000;microempresarial;"Masculino; comercio; comidas_rapidas; castilla; 3; 5.0; 42809; 7377000; microempresarial"
4645;Femenino;comercio;comidas rapidas;popular;2;1.0;30/06/2017;5000000;microempresarial;"Femenino; comercio; comidas rapidas; popular; 2; 1.0; 42916; 5000000; microempresarial"
4646;Femenino;comercio;miscelanea;el salvador;2;9.0;26/09/2017;4400000;microempresarial;"Femenino; comercio; miscelanea; el salvador; 2; 9.0; 43004; 4400000; microempresarial"
4647;Femenino;comercio;papeleria;buenos aires;3;9.0;25/07/2018;4500000;microempresarial;"Femenino; comercio; papeleria; buenos aires; 3; 9.0; 43306; 4500000; microempresarial"
4648;Femenino;comercio;almacen de ropa en ;barrio caicedo;2;9.0;6/06/2017;7300000;Microempresarial;"Femenino; comercio; almacen de ropa en ; barrio caicedo; 2; 9.0; 42892; 7300000; Microempresarial"
4649;Femenino;servicio;peluqueria;granizal;2;1.0;28/03/2017;$ 7,377,000.00;microempresarial;"Femenino; servicio; peluqueria; granizal; 2; 1.0; 42822; $ 7,377,000.00; microempresarial"
4650;Masculino;servicio;mantenimiento en ;barrio caicedo;1;9.0;2/11/2018;7800000;MICROEMPRESARIAL;"Masculino; servicio; mantenimiento en ; barrio caicedo; 1; 9.0; 43406; 7800000; MICROEMPRESARIAL"
4651;Femenino;industria;fabrica de ;barrio caicedo;2;9.0;25/10/2018;$ 5,000,000.00;microempresarial;"Femenino; industria; fabrica de ; barrio caicedo; 2; 9.0; 43398; $ 5,000,000.00; microempresarial"
4652;Femenino;INDUSTRIA;fabrica de ;playon de los ;2;2.0;26/11/2018;6000000;microempresarial;"Femenino; INDUSTRIA; fabrica de ; playon de los ; 2; 2.0; 43430; 6000000; microempresarial"
4653;Femenino;comercio;comidas rapidas;el socorro;1;13.0;15/11/2018;5000000;credioportuno;"Femenino; comercio; comidas rapidas; el socorro; 1; 13.0; 43419; 5000000; credioportuno"
4654;Masculino;comercio;ebanistaria;pedregal;3;6.0;2/06/2017;6000000;microempresarial;"Masculino; comercio; ebanistaria; pedregal; 3; 6.0; 42888; 6000000; microempresarial"
4655;Masculino;agropecuaria;Variedades;la floresta;2;12.0;6/09/2016;68900000;microempresarial;"Masculino; agropecuaria; Variedades; la floresta; 2; 12.0; 42619; 68900000; microempresarial"
4656;Masculino;industria;fabrica-de-;popular;1;1.0;21/11/2018;7800000;microempresarial;"Masculino; industria; fabrica-de-; popular; 1; 1.0; 43425; 7800000; microempresarial"
4657;Femenino;comercio;drogueria;buenos aires;3;9.0;21/04/2016;6000000;microempresarial;"Femenino; comercio; drogueria; buenos aires; 3; 9.0; 42481; 6000000; microempresarial"
4658;Femenino;comercio;variedades;francisco antonio zea;3;5.0;10/04/2018;7000000;microempresarial;"Femenino; comercio; variedades; francisco antonio zea; 3; 5.0; 43200; 7000000; microempresarial"
4659;Femenino;industria;fabrica de ;buenos aires;2;9.0;13/03/2018;2500000;microempresarial;"Femenino; industria; fabrica de ; buenos aires; 2; 9.0; 43172; 2500000; microempresarial"
4660;Masculino;servicio;Fabrica De Juegos ;cabecera san cristobal;2;60.0;9/03/2017;7377000;microempresarial;"Masculino; servicio; Fabrica De Juegos ; cabecera san cristobal; 2; 60.0; 42803; 7377000; microempresarial"
4661;Masculino;comercio;comidas rapidas;calasanz;1;12.0;4/02/2016;6800000;microempresarial;"Masculino; comercio; comidas rapidas; calasanz; 1; 12.0; 42404; 6800000; microempresarial"
4663;Masculino;comercio;tienda;manrique central no. 2;2;3.0;24/04/2017;7300000;microempresarial;"Masculino; comercio; tienda; manrique central no. 2; 2; 3.0; 42849; 7300000; microempresarial"
4664;Masculino;servicio;reciclaje;florencia;3;5.0;11/05/2017;15000000;juridica y cap.semilla;"Masculino; servicio; reciclaje; florencia; 3; 5.0; 42866; 15000000; juridica y cap.semilla"
4665;Femenino;industria;fabrica de ;santo domingo savio ;1;1.0;10/07/2018;4200000;microempresarial;"Femenino; industria; fabrica de ; santo domingo savio ; 1; 1.0; 43291; 4200000; microempresarial"
4666;Masculino;industria;fabrica de calzado;MANRIQUE CENTRAL NO. 1;2;4.0;23/08/2016;6800000;MICROEMPRESARIAL;"Masculino; industria; fabrica de calzado; MANRIQUE CENTRAL NO. 1; 2; 4.0; 42605; 6800000; MICROEMPRESARIAL"
4667;Femenino;servicio;restaurante;robledo;3;7.0;11/08/2016;20000000;juridica y cap.semilla;"Femenino; servicio; restaurante; robledo; 3; 7.0; 42593; 20000000; juridica y cap.semilla"
4668;Femenino;INDUSTRIA;fabrica de ;20 de julio;1;13.0;2/12/2016;6890000;microempresarial;"Femenino; INDUSTRIA; fabrica de ; 20 de julio; 1; 13.0; 42706; 6890000; microempresarial"
4669;Masculino;comercio;tienda;aranjuez;3;4.0;24/04/2019;17000000;microempresarial;"Masculino; comercio; tienda; aranjuez; 3; 4.0; 43579; 17000000; microempresarial"
4670;Femenino;comercio;comidas rapidas;las palmas;3;10.0;23/04/2018;800000;microempresarial;"Femenino; comercio; comidas rapidas; las palmas; 3; 10.0; 43213; 800000; microempresarial"
4671;Femenino;Comercio;tienda;barrio caicedo;1;9.0;9/11/2017;2000000;Microempresarial;"Femenino; Comercio; tienda; barrio caicedo; 1; 9.0; 43048; 2000000; Microempresarial"
4672;Masculino;comercio;variedades;enciso;2;8.0;5/07/2018;800000;microempresarial;"Masculino; comercio; variedades; enciso; 2; 8.0; 43286; 800000; microempresarial"
4673;Femenino;industria;fabrica de ;robledo;2;7.0;23/04/2018;3500000;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 43213; 3500000; microempresarial"
4674;Femenino;comercio;fabrica de ;cabecera san cristobal;3;60.0;17/07/2017;7000000;MICROEMPRESARIAL;"Femenino; comercio; fabrica de ; cabecera san cristobal; 3; 60.0; 42933; 7000000; MICROEMPRESARIAL"
4675;Masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;9/03/2017;7375000;microempresarial;"Masculino; comercio; comidas rapidas; doce de octubre no.1; 2; 6.0; 42803; 7375000; microempresarial"
4676;Masculino;servicio;mantenimiento en ;prado;3;10.0;6/02/2017;30000000;empresarial ed. ;"Masculino; servicio; mantenimiento en ; prado; 3; 10.0; 42772; 30000000; empresarial ed. "
4677;Masculino;servicio;peluqueria;aranjuez;3;4.0;3/03/2017;6000000;microempresarial;"Masculino; servicio; peluqueria; aranjuez; 3; 4.0; 42797; 6000000; microempresarial"
4678;Masculino;industria;fabrica de ;andalucia;2;2.0;30/08/2017;4000000;MICROEMPRESARIAL;"Masculino; industria; fabrica de ; andalucia; 2; 2.0; 42977; 4000000; MICROEMPRESARIAL"
4679;Femenino;Industria;fabrica de ;toscana;2;5.0;3/06/2016;6800000;Microempresarial;"Femenino; Industria; fabrica de ; toscana; 2; 5.0; 42524; 6800000; Microempresarial"
4680;Masculino;comercio;licorera;el salvador;3;9.0;22/11/2016;6890000;microempresarial;"Masculino; comercio; licorera; el salvador; 3; 9.0; 42696; 6890000; microempresarial"
4681;Masculino;servicio;legumbreria;pedregal;3;6.0;23/10/2017;7300000;microempresarial;"Masculino; servicio; legumbreria; pedregal; 3; 6.0; 43031; 7300000; microempresarial"
4682;Masculino;comercio;tienda;campo valdes no. 1;3;4.0;24/09/2018;7800000;microempresarial;"Masculino; comercio; tienda; campo valdes no. 1; 3; 4.0; 43367; 7800000; microempresarial"
4683;Femenino;industria;fabrica de ;robledo;3;7.0;25/04/2018;7800000;microempresarial;"Femenino; industria; fabrica de ; robledo; 3; 7.0; 43215; 7800000; microempresarial"
4684;Masculino;servicio;comidas rapidas;guayabal;2;15.0;17/11/2017;4000000;microempresarial;"Masculino; servicio; comidas rapidas; guayabal; 2; 15.0; 43056; 4000000; microempresarial"
4685;Femenino;comercio;tienda;pedregal;2;6.0;3/10/2018;2500000;microempresarial;"Femenino; comercio; tienda; pedregal; 2; 6.0; 43376; 2500000; microempresarial"
4686;Femenino;industria;fabrica de ;la_milagrosa;2;9.0;8/03/2017;5000000;microempresarial;"Femenino; industria; fabrica de ; la_milagrosa; 2; 9.0; 42802; 5000000; microempresarial"
4687;Femenino;comercio;cafeteria;belen;2;16.0;7/12/2017;7000000;microempresarial;"Femenino; comercio; cafeteria; belen; 2; 16.0; 43076; 7000000; microempresarial"
4688;Masculino;comercio;almacen de ropa en ;belen;3;16.0;28/11/2016;4000000;microempresarial;"Masculino; comercio; almacen de ropa en ; belen; 3; 16.0; 42702; 4000000; microempresarial"
4689;Femenino;comercio;carniceria;castilla;3;5.0;16/12/2016;6894000;microempresarial;"Femenino; comercio; carniceria; castilla; 3; 5.0; 42720; 6894000; microempresarial"
4690;Masculino;servicio;Variedades;robledo;2;3.0;20/04/2018;7800000;Microempresarial;"Masculino; servicio; Variedades; robledo; 2; 3.0; 43210; 7800000; Microempresarial"
4691;Masculino;comercio;variedades;aranjuez;1;4.0;14/09/2018;3000000;microempresarial;"Masculino; comercio; variedades; aranjuez; 1; 4.0; 43357; 3000000; microempresarial"
4692;Femenino;comercio;tienda;olaya herrera;2;7.0;1/11/2017;5000000;microempresarial;"Femenino; comercio; tienda; olaya herrera; 2; 7.0; 43040; 5000000; microempresarial"
4693;Masculino;servicio;lavanderia;ROBLEDO;2;7.0;17/04/2018;7800000;microempresarial;"Masculino; servicio; lavanderia; ROBLEDO; 2; 7.0; 43207; 7800000; microempresarial"
4694;Femenino;COMERCIO;restaurante;robledo;2;7.0;8/05/2017;7000000;microempresarial;"Femenino; COMERCIO; restaurante; robledo; 2; 7.0; 42863; 7000000; microempresarial"
4695;Femenino;comercio;variedades;san_javier_no.1;1;13.0;22/04/2019;3000000;microempresarial;"Femenino; comercio; variedades; san_javier_no.1; 1; 13.0; 43577; 3000000; microempresarial"
4696;Masculino;comercio;panaderia;campo amor;2;15.0;18/06/2018;7800000;microempresarial;"Masculino; comercio; panaderia; campo amor; 2; 15.0; 43269; 7800000; microempresarial"
4697;Femenino;agropecuaria;floristeria;cabecera san cristobal;2;60.0;3/11/2016;4000000;agropecuaria;"Femenino; agropecuaria; floristeria; cabecera san cristobal; 2; 60.0; 42677; 4000000; agropecuaria"
4698;Femenino;servicio;peluqueria;belen;2;16.0;13/12/2017;7300000;microempresarial;"Femenino; servicio; peluqueria; belen; 2; 16.0; 43082; 7300000; microempresarial"
4699;Femenino;servicio;recreativo-educativo;el_diamante;2;7.0;27/03/2019;6000000;microempresarial;"Femenino; servicio; recreativo-educativo; el_diamante; 2; 7.0; 43551; 6000000; microempresarial"
4700;Masculino;comercio;variedades;robledo;1;7.0;10/05/2016;4100000;microempresarial;"Masculino; comercio; variedades; robledo; 1; 7.0; 42500; 4100000; microempresarial"
4701;Masculino;servicio;PELUQUERIA;manrique central no. 1;3;4.0;28/10/2016;6890000;microempresarial;"Masculino; servicio; PELUQUERIA; manrique central no. 1; 3; 4.0; 42671; 6890000; microempresarial"
4702;Femenino;comercio;TIENDA;la esperanza no. 2;1;1.0;22/02/2019;5000000;microempresarial;"Femenino; comercio; TIENDA; la esperanza no. 2; 1; 1.0; 43518; 5000000; microempresarial"
4703;Femenino;comercio;comidas rapidas;enciso;2;8.0;6/11/2018;1800000;microempresarial;"Femenino; comercio; comidas rapidas; enciso; 2; 8.0; 43410; 1800000; microempresarial"
4704;Femenino;comercio;almacen de ropa en ;la milagrosa;2;9.0;13/09/2017;5000000;microempresarial;"Femenino; comercio; almacen de ropa en ; la milagrosa; 2; 9.0; 42991; 5000000; microempresarial"
4705;Masculino;Comercio;variedades;florencia;3;5.0;20/12/2016;4000000;microempresarial;"Masculino; Comercio; variedades; florencia; 3; 5.0; 42724; 4000000; microempresarial"
4706;Masculino;industria;mantenimiento en ;manrique central no. 1;3;4.0;22/05/2018;5000000;microempresarial;"Masculino; industria; mantenimiento en ; manrique central no. 1; 3; 4.0; 43242; 5000000; microempresarial"
4708;Femenino;comercio;variedades;castilla;3;5.0;15/01/2018;7800000;microempresarial;"Femenino; comercio; variedades; castilla; 3; 5.0; 43115; 7800000; microempresarial"
4709;Femenino;servicio;variedades;olaya herrera;1;7.0;4/09/2018;5000000;microempresarial;"Femenino; servicio; variedades; olaya herrera; 1; 7.0; 43347; 5000000; microempresarial"
4710;Femenino;industria;fabrica de ;SAN PABLO;2;1.0;4/04/2018;4000000;microempresarial;"Femenino; industria; fabrica de ; SAN PABLO; 2; 1.0; 43194; 4000000; microempresarial"
4711;Masculino;servicio;lavadero de ;robledo;2;7.0;29/11/2016;6000000;microempresarial;"Masculino; servicio; lavadero de ; robledo; 2; 7.0; 42703; 6000000; microempresarial"
4712;Femenino;comercio;variedades;el salvador;3;9.0;5/06/2019;$ 7,500,000.00;microempresarial;"Femenino; comercio; variedades; el salvador; 3; 9.0; 43621; $ 7,500,000.00; microempresarial"
4713;Masculino;COMERCIO;licorera;moravia;2;4.0;4/02/2019;7800000;microempresarial;"Masculino; COMERCIO; licorera; moravia; 2; 4.0; 43500; 7800000; microempresarial"
4714;Femenino;comercio;almacen de ropa en ;loreto;3;9.0;30/07/2018;5000000;microempresarial;"Femenino; comercio; almacen de ropa en ; loreto; 3; 9.0; 43311; 5000000; microempresarial"
4715;Femenino;comercio;variedades;cabecera san cristobal;2;60.0;7/11/2017;3500000;Microempresarial;"Femenino; comercio; variedades; cabecera san cristobal; 2; 60.0; 43046; 3500000; Microempresarial"
4716;Femenino;comercio;papeleria;aranjuez;1;4.0;23/08/2018;7000000;microempresarial;"Femenino; comercio; papeleria; aranjuez; 1; 4.0; 43335; 7000000; microempresarial"
4717;Femenino;industria;fabrica de ;manrique central no. 2;3;3.0;26/10/2016;5300000;microempresarial;"Femenino; industria; fabrica de ; manrique central no. 2; 3; 3.0; 42669; 5300000; microempresarial"
4718;Femenino;comercio;variedades;robledo;2;7.0;28/04/2016;6890000;microempresarial;"Femenino; comercio; variedades; robledo; 2; 7.0; 42488; 6890000; microempresarial"
4719;Masculino;industria;sembrados;santa elena central;2;90.0;31/05/2018;7800000;microempresarial;"Masculino; industria; sembrados; santa elena central; 2; 90.0; 43251; 7800000; microempresarial"
4720;Masculino;comercio;comidas rapidas;la loma;2;60.0;21/03/2018;4000000;microempresarial;"Masculino; comercio; comidas rapidas; la loma; 2; 60.0; 43180; 4000000; microempresarial"
4721;Masculino;comercio;Panaderia;la milagrosa;2;9.0;6/11/2018;7000000;microempresarial;"Masculino; comercio; Panaderia; la milagrosa; 2; 9.0; 43410; 7000000; microempresarial"
4722;Femenino;comercio;tienda;la francia;2;2.0;8/08/2016;3500000;microempresarial;"Femenino; comercio; tienda; la francia; 2; 2.0; 42590; 3500000; microempresarial"
4723;Masculino;comercio;restaurante;manrique central no. 1;2;4.0;3/05/2017;7300000;microempresarial;"Masculino; comercio; restaurante; manrique central no. 1; 2; 4.0; 42858; 7300000; microempresarial"
4724;Masculino;servicio;barberia;villa del socorro;2;8.0;12/09/2016;2000000;microempresarial;"Masculino; servicio; barberia; villa del socorro; 2; 8.0; 42625; 2000000; microempresarial"
4725;Femenino;industria;fabrica de ;pedregal;3;6.0;2/03/2018;7000000;microempresarial;"Femenino; industria; fabrica de ; pedregal; 3; 6.0; 43161; 7000000; microempresarial"
4726;Femenino;comercio;variedades;carpinelo;1;1.0;16/05/2017;5000000;microempresarial;"Femenino; comercio; variedades; carpinelo; 1; 1.0; 42871; 5000000; microempresarial"
4727;Masculino;industria;FABRICA DE ;popular;2;1.0;20/04/2018;7800000;microempresarial;"Masculino; industria; FABRICA DE ; popular; 2; 1.0; 43210; 7800000; microempresarial"
4728;Femenino;comercio;almacen_de_ropa_en_;manrique_central_no._1;2;4.0;25/10/2018;2000000;microempresarial;"Femenino; comercio; almacen_de_ropa_en_; manrique_central_no._1; 2; 4.0; 43398; 2000000; microempresarial"
4729;Femenino;comercio;cafe e internet;buenos_aires;2;9.0;13/09/2017;7370000;microempresarial;"Femenino; comercio; cafe e internet; buenos_aires; 2; 9.0; 42991; 7370000; microempresarial"
4730;Femenino;agropecuaria;venta de pollos;CABECERA SAN CRISTOBAL;2;60.0;29/06/2017;7000000;agropecuaria;"Femenino; agropecuaria; venta de pollos; CABECERA SAN CRISTOBAL; 2; 60.0; 42915; 7000000; agropecuaria"
4731;Masculino;comercio;Almacen De Ropa En ;santo domingo savio ;2;1.0;18/10/2016;6500000;microempresarial;"Masculino; comercio; Almacen De Ropa En ; santo domingo savio ; 2; 1.0; 42661; 6500000; microempresarial"
4732;Masculino;agropecuaria;sembrados;santa elena central;2;90.0;2/08/2016;6000000;agropecuaria;"Masculino; agropecuaria; sembrados; santa elena central; 2; 90.0; 42584; 6000000; agropecuaria"
4733;Femenino;industria;fabrica de ;manrique oriental;2;3.0;21/12/2018;7800000;microempresarial;"Femenino; industria; fabrica de ; manrique oriental; 2; 3.0; 43455; 7800000; microempresarial"
4734;Femenino;comercio;taller de mecanica;loreto;3;9.0;8/03/2017;5000000;microempresarial;"Femenino; comercio; taller de mecanica; loreto; 3; 9.0; 42802; 5000000; microempresarial"
4735;Femenino;industria;fabrica de ;belen;3;16.0;14/02/2017;7370000;MICROEMPRESARIAL;"Femenino; industria; fabrica de ; belen; 3; 16.0; 42780; 7370000; MICROEMPRESARIAL"
4736;Masculino;comercio;variedades;buenos aires;3;9.0;7/12/2017;2000000;microempresarial;"Masculino; comercio; variedades; buenos aires; 3; 9.0; 43076; 2000000; microempresarial"
4737;Femenino;servicio;variedades;robledo;3;7.0;8/06/2017;7377000;microempresarial;"Femenino; servicio; variedades; robledo; 3; 7.0; 42894; 7377000; microempresarial"
4738;Femenino;servicio;criadero de animales ;aranjuez;1;4.0;26/07/2017;7000000;microempresarial;"Femenino; servicio; criadero de animales ; aranjuez; 1; 4.0; 42942; 7000000; microempresarial"
4739;Femenino;industria;fabrica de ;20 de julio;2;13.0;13/06/2017;7370000;microempresarial;"Femenino; industria; fabrica de ; 20 de julio; 2; 13.0; 42899; 7370000; microempresarial"
4740;Femenino;servicio;Peluqueria;villa_niza;1;2.0;20/09/2017;6000000;microempresarial;"Femenino; servicio; Peluqueria; villa_niza; 1; 2.0; 42998; 6000000; microempresarial"
4741;Femenino;industria;fabrica de ;boston;3;10.0;18/09/2017;5000000;microempresarial;"Femenino; industria; fabrica de ; boston; 3; 10.0; 42996; 5000000; microempresarial"
4742;Masculino;servicio;variedades;robledo;2;7.0;7/02/2018;7000000;microempresarial;"Masculino; servicio; variedades; robledo; 2; 7.0; 43138; 7000000; microempresarial"
4743;Femenino;servicio;productos de belleza;florencia;3;5.0;29/01/2019;8200000;microempresarial;"Femenino; servicio; productos de belleza; florencia; 3; 5.0; 43494; 8200000; microempresarial"
4744;Femenino;comercio;licorera;picachito;2;6.0;7/07/2017;7377000;microempresarial;"Femenino; comercio; licorera; picachito; 2; 6.0; 42923; 7377000; microempresarial"
4745;Masculino;servicio;barberia;robledo;1;7.0;25/05/2018;5000000;microempresarial;"Masculino; servicio; barberia; robledo; 1; 7.0; 43245; 5000000; microempresarial"
4746;Femenino;comercio;Licorera;castilla;3;5.0;22/05/2019;18218000;microempresarial;"Femenino; comercio; Licorera; castilla; 3; 5.0; 43607; 18218000; microempresarial"
4747;Masculino;industria;fabrica de ;castilla;3;5.0;3/06/2016;4000000;microempresarial;"Masculino; industria; fabrica de ; castilla; 3; 5.0; 42524; 4000000; microempresarial"
4748;Femenino;comercio;variedades;prado;3;10.0;16/05/2018;7800000;microempresarial;"Femenino; comercio; variedades; prado; 3; 10.0; 43236; 7800000; microempresarial"
4749;Masculino;servicio;peluqueria;enciso;2;8.0;17/11/2017;7370000;microempresarial;"Masculino; servicio; peluqueria; enciso; 2; 8.0; 43056; 7370000; microempresarial"
4751;Femenino;servicio;peluqueria;belen;2;16.0;19/03/2019;4000000;microempresarial;"Femenino; servicio; peluqueria; belen; 2; 16.0; 43543; 4000000; microempresarial"
4752;Masculino;comercio;fabrica de ceramica;popular;1;1.0;21/02/2017;7377000;microempresarial;"Masculino; comercio; fabrica de ceramica; popular; 1; 1.0; 42787; 7377000; microempresarial"
4753;Femenino;comercio;productos de belleza;belen;3;16.0;19/03/2019;5500000;microempresarial;"Femenino; comercio; productos de belleza; belen; 3; 16.0; 43543; 5500000; microempresarial"
4754;Femenino;servicio;peluqueria;Calasanz;3;12.0;25/04/2018;7000000;microempresarial;"Femenino; servicio; peluqueria; Calasanz; 3; 12.0; 43215; 7000000; microempresarial"
4755;Femenino;industria;fabrica de ;picacho;1;6.0;18/05/2018;1500000;microempresarial;"Femenino; industria; fabrica de ; picacho; 1; 6.0; 43238; 1500000; microempresarial"
4756;Masculino;servicio;mantenimiento en ;villa_hermosa;3;8.0;17/11/2017;7370000;microempresarial;"Masculino; servicio; mantenimiento en ; villa_hermosa; 3; 8.0; 43056; 7370000; microempresarial"
4757;Masculino;industria;almacen de ropa en ;barrio caicedo;2;9.0;8/04/2019;8000000;microempresarial;"Masculino; industria; almacen de ropa en ; barrio caicedo; 2; 9.0; 43563; 8000000; microempresarial"
4758;Masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;3/03/2017;14700000;microempresarial;"Masculino; agropecuaria; sembrados; cabecera san cristobal; 2; 60.0; 42797; 14700000; microempresarial"
4759;Masculino;industria;fabrica de productos ;el chagualo;3;10.0;18/04/2016;28000000;empresarial ed. ;"Masculino; industria; fabrica de productos ; el chagualo; 3; 10.0; 42478; 28000000; empresarial ed. "
4760;Masculino;servicio;panaderia;calasanz;3;12.0;9/11/2016;6000000;microempresarial;"Masculino; servicio; panaderia; calasanz; 3; 12.0; 42683; 6000000; microempresarial"
4761;Masculino;servicio;cafe e internet;robledo;2;7.0;12/04/2018;7000000;microempresarial;"Masculino; servicio; cafe e internet; robledo; 2; 7.0; 43202; 7000000; microempresarial"
